Unnamed: 0,regu1,count2,count3,count4,count5,freqavg0,freqavg2,freqavg3,freqavg4,freqavg5,freqstd2,freqstd3,freqstd4,freqstd5,firdis,firshan,lastdis,lastshan,label
205895,0.5294285714285711,8.0,9.0,3.0,5.0,0.0,10.5,9.222222222222221,7.0,5.0,7.19374728496908,5.9773234028056725,4.320493798938574,3.3466401061363023,1.014,0.9821012674076864,2.028,0.9886890026793318,0.0
112003,1.0,6.0,7.0,3.0,0.0,0.0,9.333333333333334,12.857142857142858,1.0,0.0,0.9428090415820634,5.3566666455007645,0.0,0.0,3.915,0.95953248561986,8.816,0.9333621788643494,0.0
99782,0.6107142857142858,7.0,5.0,8.0,4.0,0.0,14.714285714285715,17.6,3.625,7.5,7.439552323595163,7.964923100695951,1.996089927833914,4.153311931459037,6.532,0.9769757508510571,9.419,0.7687058408968753,0.0
16277,0.7373333333333331,10.0,4.0,10.0,2.0,0.0,7.2,4.75,3.6,3.0,6.954135460285484,2.2776083947860752,1.2806248474865698,2.0,15.419,0.970613714459819,14.319,0.991479276912432,1.0
192049,0.3838150472403659,3.0,7.0,3.0,2.0,0.0,4.0,3.4285714285714284,3.333333333333333,1.5,2.8284271247461903,2.498979383505129,1.699673171197595,0.5,14.686,0.8448207688416562,14.688,0.8441205944025651,1.0
99641,0.7926666666666661,10.0,3.0,9.0,6.0,2.0,6.3,5.0,9.666666666666666,5.0,5.586591089385369,1.4142135623730951,4.1096093353126495,1.1547005383792517,9.914,0.9693469877265004,9.419,0.7687058408968753,1.0
176643,0.684555555555555,10.0,10.0,9.0,2.0,0.0,6.3,5.9,9.222222222222221,6.5,1.7916472867168918,3.78021163428716,4.103596736137642,1.5,6.13,0.9762751074809014,5.101,0.989223168479614,1.0
187332,0.561367965367965,9.0,5.0,8.0,6.0,3.333333333333333,8.11111111111111,4.2,4.625,3.333333333333333,4.909049340972116,1.16619037896906,2.595067436503337,1.4907119849998596,3.511,0.9829009704134029,3.471,0.9802927325583888,0.0
76568,0.5020317460317458,10.0,8.0,10.0,3.0,0.0,3.7,4.0,6.5,10.0,2.5709920264364885,2.0615528128088303,5.4451813560247935,4.546060565661952,5.529,0.9657607815359184,4.815,0.9835878975920632,1.0
106993,0.5114691974691972,9.0,4.0,10.0,4.0,0.0,3.0,1.25,3.1,1.5,5.312459150169742,0.4330127018922193,1.7,0.8660254037844386,6.818,0.9048699700920648,7.411,0.9089505571182136,0.0
130091,0.5630217519106405,1.0,7.0,2.0,7.0,1.0,6.0,17.428571428571427,9.5,7.142857142857142,0.0,5.827450872677468,5.5,4.5175395145262565,1.222,0.9722473883638604,1.265,0.9739111982190656,0.0
165452,0.6553333333333329,10.0,6.0,7.0,0.0,0.0,8.4,9.833333333333334,4.285714285714286,0.0,4.079215610874228,5.42883249163411,3.3258419219493764,0.0,4.562,0.9823925313063164,9.024,0.8393432277430967,0.0
132916,0.6017301587301582,10.0,7.0,8.0,1.0,0.0,19.4,12.714285714285715,11.125,1.0,7.592101158440922,6.860118402024553,5.9882697835017415,0.0,3.869,0.9973194291954932,4.342,0.9766765160660936,1.0
9552,0.790123456790123,9.0,8.0,9.0,0.0,0.0,17.444444444444443,5.0,10.222222222222221,0.0,6.651835354264785,1.6583123951777,6.876332643007022,0.0,7.48,0.9873644364754608,3.454,0.993962455027813,1.0
166509,0.7828421986643623,7.0,7.0,7.0,1.0,0.0,2.0,4.142857142857143,1.2857142857142858,1.0,2.449489742783178,0.3499271061118826,0.6998542122237652,0.0,4.276,0.9713399542438595,4.173,0.9615877043282676,1.0
95529,0.6451111111111112,10.0,10.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,6.249,0.9860809932048079,6.249,0.9860809932048079,0.0
28114,0.7502063492063488,10.0,5.0,10.0,3.0,0.0,6.7,8.0,6.8,8.0,5.5686623169303395,6.099180272790762,4.556314299957807,6.3770421565696624,2.103,0.987327712786802,1.229,0.98092482106987,1.0
