channelcode,carnum1,carnum2,type,time,lane,dir,LNG,LAT
AjQbFdt8A1B7K06Q4RP7M9,’„G,0981EAAAD14DA37661E978E1BA04FE54,2,2019/12/20 0:02,3,3,,
AjQbFdt8B1BLO8VTD22K89,’„G,4A27C84AC39AC978E64D0EE6E0F51C9B,2,2019/12/20 0:02,1,,120.08,29.3498
AjQbFdt8B1BLO8VTDDHB41,’„G,57AC1F1738889E71B2EA2BF1F7D1BD20,2,2019/12/20 0:02,5,0,,
AjQbFdt8A1B5KAV1H8V1NH,’„G,63E8A7C9312158DF116159DAB85AF76D,1,2019/12/20 0:02,2,0,119.934,29.247
AjQbFdt8A1BL1TPJTL3P5U,’„G,2C6DB3F41CB9EC04A9B5540F814B4C83,2,2019/12/20 0:02,1,3,,
AjQbFdt8A1BDJ7F11O53QH,’„B,C6F019705752A780AF8AB1F3B83CF6CF,1,2019/12/20 0:02,4,,120.028,29.2013
AjQbFdt8B1BLO8VTJDCS35,’„G,E4AF27998CE9F018ABC21A5D2053ACA9,2,2019/12/20 0:02,2,,,
AjQbFdt8B1BLO8VTD22J14,’„G,0D6230062BBFB9E2F04AF54E336BAB4F,2,2019/12/20 0:02,2,,120.025,29.2798
AjQbFdt8B1BLO8VTFOTQ0T,’„G,117E5C75A1DE70A4966FCFBEEE8427E3,52,2019/12/20 0:02,2,0,,
AjQbFdt8B1B5K31KNLNU5P,’„G,238829AB5A9384F27DC3C7068A22EBA8,2,2019/12/20 0:02,5,1,120.112,29.3099
AjQbFdt8A1B7K06Q4SNPPS,’„G,0653C3249C11F1A2E75461D32421C9EF,2,2019/12/20 0:02,2,1,,
AjQbFdt8B1BLO8VTCU8BA4,ÕÓK,2B2C7EEA31FDE2A9D653B7D712E5D105,2,2019/12/20 0:02,3,,120.106,29.3316
AjQbFdt8B1B5K31L8DTC39,’„G,BFEA6967C0684EE5B5F8E82BC1C5B126,2,2019/12/20 0:02,3,0,120.113,29.3107
AjQbFdt8B1BLO8VTGESO33,’„G,66FBA867C16255C0A34DF3A5766572C1,2,2019/12/20 0:02,3,2,120.036,29.3043
AjQbFdt8A1B7K06Q4M1R5M,’„G,33EE0DF7C178D8F700457FA53123FA90,2,2019/12/20 0:02,3,0,,
AjQbFdt8B1B5K31KNJQSEI,’„G,C63C00B1CEF99C8F40A035EF1798761E,2,2019/12/20 0:02,4,0,120.113,29.3107
AjQbFdt8B1B5K31L8KJ4KK,’„G,8F3B599E21D01E701A4166919698F85C,2,2019/12/20 0:02,1,2,120.047,29.2938
AjQbFdt8B1B86TBMJSNBU4,’„G,0AA846283CDC254FFBBE8C60551658F5,2,2019/12/20 0:02,3,0,,
AjQbFdt8B1B6U6LVUGN0BD,’„A,104654932F4B128141AF54AE23E52D2D,1,2019/12/20 0:02,1,,120.091,29.4645
AjQbFdt8B1B86TBMJVJ1US,’„G,ADC1DE640014CA862FEC3B10272F691F,2,2019/12/20 0:02,1,2,120.087,29.3159
AjQbFdt8B1BLO8VTJG8I0N,ÕÓL,93E590DA6FFEFB5361B7E099CFE62FC0,1,2019/12/20 0:02,2,,,
AjQbFdt8B1B4C98CLDQFGL,’„G,E6C57D3EE466AD61B14202CC9EE2EF86,2,2019/12/20 0:02,2,,120.028,29.2013
AjQbFdt8B1BHG132QO4RG0,’„G,439CA6982FAA56A1CE66D34012A9E34C,2,2019/12/20 0:02,2,2,120.095,29.2885
AjQbFdt8B1B5K31L8CUR1U,’„G,F3ED6A7CEAE644AD9933E629DDD0BC32,2,2019/12/20 0:02,3,1,120.112,29.3099
AjQbFdt8A1B5KAV1G3OA6P,’„G,891476BE9780E2F428AB89826F0B73D7,2,2019/12/20 0:02,2,1,120.105,29.3251
AjQbFdt8B1BHG132L6IU19,’„D,1B07EEC3965FED83592D42B2DAB231C2,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132PD5TDM,’„G,1C2FF9F0B5C925BBD855F4D0B7A499F9,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132M46A1F,∏”C,A58B15A8A70CB0D15884472D6C2E03D1,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132N6IFR0,’„G,FA8D12F6305BA5DC46A7F5AFD827B665,1,2019/12/20 0:02,0,,,
AjQbFdt8A1B5KAV19JO19U,∏”E,D6671836A3127D758E2FA41FA3F2C65A,2,2019/12/20 0:02,1,1,120.143,29.3103
AjQbFdt8B1BLO8VTFPSAVC,’„G,4BCA03E1F5F721B45AF20D04F4BFAFEF,2,2019/12/20 0:02,2,1,,
AjQbFdt8B1B6U6LVUEPSR5,«‡A,1034158B85943F41B81FF338E64F2530,2,2019/12/20 0:02,1,,120.044,29.4012
AjQbFdt8A1B7K06Q5HNHMC,’„G,FABF0B7249C8E95CA40CD7B72C0FE054,2,2019/12/20 0:02,2,3,,
AjQbFdt8B1B5K31KOUORLA,’„G,AE8A8A6A12618E8EE4FE73BD9FF87262,2,2019/12/20 0:02,3,1,119.941,29.2525
AjQbFdt8A1BDJ7F12PHTOV,’„G,5825097490C31EDFDDD275607EDCDDA2,2,2019/12/20 0:02,2,1,120.098,29.3253
AjQbFdt8B1B6U6LVVI3MQJ,’„G,C0891D7AC38220BA2602AE27E15A315E,2,2019/12/20 0:02,4,0,120.076,29.2982
AjQbFdt8B1B5K31KM18DQF,’„G,E2D3219268F06F2EDC7DB7A3238E877D,2,2019/12/20 0:02,6,1,120.083,29.3349
AjQbFdt8A1BDJ7F126F53C,’„G,3497A5DF548B3C5E4BA8D8DB9E14B002,2,2019/12/20 0:02,1,1,120.022,29.2987
AjQbFdt8A1B5KAV1AM3EUQ,’„G,040857FDFC4018CE11843A09A9F1B98D,2,2019/12/20 0:02,2,1,120.122,29.3144
AjQbFdt8B1B5K31KN2L6UV,’„G,AD69E9908A9EB03BBD6D7C0747EA80E7,2,2019/12/20 0:02,3,2,120.053,29.3101
AjQbFdt8A1BL1TPJSOETB9,’„D,8432E2BD83CF8003D3D235A32A611FCE,2,2019/12/20 0:02,5,1,,
AjQbFdt8A1BDJ7F14B57CM,’„G,433147A2758D1A165D9FA69BDDBBCDBE,2,2019/12/20 0:02,3,1,,
AjQbFdt8B1B86TBML8L65N,’„G,91FE9E76F78A52676981D025D0320342,2,2019/12/20 0:02,1,0,120.086,29.3184
AjQbFdt8B1B5K31L8IM2HN,’„G,89E110C0C8427AFF8A87C9A67862DD26,2,2019/12/20 0:02,1,1,,
AjQbFdt8A1B5KAV1AQS5QD,’„G,EDEED39956E7D36E65B6D79B881461AE,2,2019/12/20 0:02,4,2,120.094,29.3249
AjQbFdt8A1B7K06Q4AJ2L1,’„G,983EA90E1800F1A5A0A9063D873F030F,2,2019/12/20 0:02,1,2,,
AjQbFdt8A1B5KAV1SAU4V7,’„G,ACA1FBD581DE9CAC421253B5115086F3,2,2019/12/20 0:02,1,2,120.038,29.3557
AjQbFdt8A1B7K06Q47NCA0,∏”E,9CE6E3B635A623612EC7447B384F2943,2,2019/12/20 0:02,2,1,,
AjQbFdt8B1BLO8VTDHBJAO,’„G,F897A8046977C71690A1DF8D4224B64B,2,2019/12/20 0:02,6,3,120.115,29.3067
AjQbFdt8A1B7K06Q49KHG1,’„G,509E89D7FE46C4246DAA3CD20C166216,2,2019/12/20 0:02,2,1,,
AjQbFdt8B1B6U6LVVJ28BN,’„G,EFCF432A924140518603D9691C9F55CD,2,2019/12/20 0:02,3,0,120.042,29.302
AjQbFdt8B1BLO8VTD22JJQ,ÕÓC,B42D86D13DFF1FF69801C445D69AB24B,2,2019/12/20 0:02,2,,120.111,29.3608
AjQbFdt8A1B5KAV1AGC6SB,’„B,D403E92A20617A865D8FFCBAA4E6F454,2,2019/12/20 0:02,6,0,120.061,29.3104
AjQbFdt8B1BLO8VTCT9Q7O,’„G,76E83098479730AA841D4FFC65F5EE89,2,2019/12/20 0:02,2,,120.08,29.2932
AjQbFdt8A1B5KAV1B4DIEM,’„G,11040BEA28815723DEC651EB03B864F6,52,2019/12/20 0:02,2,1,120.137,29.4151
AjQbFdt8A1B9BQBJBN8EOU,∫⁄J,3CB37F31860E8BCBE70F244EB6868DA8,2,2019/12/20 0:02,4,1,,
AjQbFdt8B1BLO8VTCLL9JJ,’„G,A00639F181708806868D5F24CBD80EAC,2,2019/12/20 0:02,3,,120.086,29.2806
AjQbFdt8B1BLO8VTCOGVIJ,’„G,940E0F5FF08FE4C5F7FDB8E6A3680941,2,2019/12/20 0:02,2,,120.101,29.3179
AjQbFdt8B1B5K31KOUORLA,’„E,D2F05AD57626FFCBC5AC4B53218F6F06,2,2019/12/20 0:02,4,1,119.941,29.2525
AjQbFdt8A1B7K06Q4K4MOC,’„G,314075F3AE3FDCD23BF5C498FFF69C76,2,2019/12/20 0:02,2,2,,
AjQbFdt8A1B5KAV1M0KC6N,’„G,9CAE180FB01BA3660A8133B20767AFDF,2,2019/12/20 0:02,5,0,120.071,29.284
AjQbFdt8A1B5KAV1AN20S2,’„G,18D9A7FF4F0A4653C7AA13867350746C,2,2019/12/20 0:02,3,1,120.057,29.3243
AjQbFdt8B1B5K31KOJAD42,’„G,2FE5C72F124D436FD9DEA34DCF92CE27,2,2019/12/20 0:02,5,8,120.047,29.2945
AjQbFdt8A1B5KAV1NPSO4M,’„A,B23933355643897699F160AEABFBF5DD,2,2019/12/20 0:02,3,0,120.083,29.2816
AjQbFdt8A1B5KAV1S91327,’„G,D8392897EBC9F6B1171FF9483FFEB843,2,2019/12/20 0:02,2,3,120.038,29.3557
AjQbFdt8B1BHG132MN9IHQ,’„G,55EDC800AAD92ED1EBE9FEBDBC2D119E,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132M37ORF,’„G,D3009833446D82131552A486913A81A4,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132P6G328,À’E,3A9A09BC5DC0ABBA12C83E4D313F24FF,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MKDSU1,’„G,13154DEC593B30AECD906F9A662E35E7,1,2019/12/20 0:02,0,,,
AjQbFdt8A1B7K06Q4QQMH5,’„G,2BADEE228084A0424F4AE72F3193C878,2,2019/12/20 0:02,2,0,,
AjQbFdt8B1B86TBMKHNN51,’„G,819A3515658523BAF0D11A8134B2D039,2,2019/12/20 0:02,1,3,,
AjQbFdt8A1B5KAV1BOES5B,’„G,A7D5483B94301A49D659A78D341E3993,52,2019/12/20 0:02,2,0,119.921,29.265
AjQbFdt8B1B5K31KQ8OFBQ,’„G,3DA531981F2C35F2DD0C29367BDAE42C,2,2019/12/20 0:02,3,3,120.127,29.3767
AjQbFdt8B1BLO8VTD22JE3,’„G,807AD71D0F236334A6249C7ABBA66B96,2,2019/12/20 0:02,2,,120.053,29.3015
AjQbFdt8B1BLO8VTJDCRSM,’„G,20EE9468C380FF8E68F9A0CCF91FCD68,2,2019/12/20 0:02,2,,,
AjQbFdt8A1B5KAV1NRPQ2U,’„A,DDCDB56C1165DFBB14D088A0B4AF47BA,2,2019/12/20 0:02,3,2,120.082,29.2813
AjQbFdt8A1BDJ7F1489HI7,’„C,7EB73AB01F7BCE19DE17DA1DBED85191,2,2019/12/20 0:02,5,1,120.043,29.309
AjQbFdt8A1B9BQBJC7G055,’„G,E48EE04BE5C83FCD7AF050749284D450,2,2019/12/20 0:02,2,,,
AjQbFdt8B1BLO8VTE2HNNU,ÕÓC,7E183FACF916CAF34AE196153117F5E3,1,2019/12/20 0:02,3,2,120.157,29.391
AjQbFdt8B1BLO8VTCLL977,’„G,C04576C2604EEB5079709F174B33F29E,2,2019/12/20 0:02,1,,120.094,29.2902
AjQbFdt8B1BLO8VTG0I9FI,’„G,1B1BD0B8706B613581DB0E79B6952DFE,2,2019/12/20 0:02,2,2,,
AjQbFdt8A1B5KAV1LVLPRU,’„D,79BD57AE505F81D1056C6AD9256BE825,2,2019/12/20 0:02,7,2,120.07,29.3285
AjQbFdt8B1BLO8VTCNIE8I,’„G,57E3EE30201B843B22A23D2B2ECD88A1,52,2019/12/20 0:02,2,,,
AjQbFdt8A1B7K06Q49KHG1,’„G,2D0CDE92F1CB018C78AE5E49DE5A5533,2,2019/12/20 0:02,2,1,,
AjQbFdt8B1B5K31KLRH29U,’„G,430DF7B3019E3EA647586309A39840C9,2,2019/12/20 0:02,1,3,120.071,29.2839
AjQbFdt8A1B5KAV19HQUVL,∏”E,D6671836A3127D758E2FA41FA3F2C65A,2,2019/12/20 0:02,1,1,120.138,29.3128
AjQbFdt8A1B7K06Q5ERQUE,’„G,06A4DE55A303E87C20866549CC9A5DBC,2,2019/12/20 0:02,2,3,,
AjQbFdt8B1BLO8VTCNIDKB,’„G,70FC0A5F2D55ABC157AADAC5855D0DB7,2,2019/12/20 0:02,1,,120.095,29.3137
AjQbFdt8B1B86TBMKKJD2M,’„G,448C78928C29BCFCA9ADF64A3F70301A,2,2019/12/20 0:02,1,2,,
AjQbFdt8A1B5KAV1AQS5QD,’„G,AA38C4BEFE1BC90C3189295D90908F35,2,2019/12/20 0:02,3,2,120.094,29.3249
AjQbFdt8B1BLO8VTD1423I,’„G,92E10C2FBF0A776D0C62BD0D4E58E7D7,2,2019/12/20 0:02,2,,120.086,29.3312
AjQbFdt8A1B5KAV1ARQMUK,’„G,97A50872769C08D044645EE61BB937F2,2,2019/12/20 0:02,1,2,120.094,29.3249
AjQbFdt8A1B5KAV1P9JK95,’„G,F4291508E1AB32E4B9F13DD354876369,2,2019/12/20 0:02,1,1,120.095,29.3332
AjQbFdt8A1BDJ7F14A6LR4,’„G,153713A657F9A90F0B6CCB6C074C50A8,2,2019/12/20 0:02,2,1,120.024,29.2873
AjQbFdt8B1BLO8VTFI7SFJ,’„Z,12E47593D925B732FCD2309C11F2FE09,1,2019/12/20 0:02,6,3,120.146,29.4002
AjQbFdt8A1BDJ7F14A6LR4,’„G,3D73B58ED5F2827082AAC4F3396D269D,2,2019/12/20 0:02,2,1,120.024,29.2873
AjQbFdt8A1BDJ7F12LNPE2,’„G,F7A94B56ABE32DDF0D4659D8E408021F,2,2019/12/20 0:02,3,0,,
AjQbFdt8B1BLO8VTCRCLCG,’„G,2CB505026D43F051C8C43893D97D6852,2,2019/12/20 0:02,2,,120.108,29.3383
AjQbFdt8B1B86TBMK94M66,’„G,3148DFA2BC219A1519C1210253F34D03,2,2019/12/20 0:02,1,,,
AjQbFdt8A1B7K06Q1T81KM,’„G,B88DD7D650F8E001751AFE7598A1146C,2,2019/12/20 0:02,2,0,,
AjQbFdt8B1B4C98CLCRTK0,’„G,CD9611CC65F10DED2207B6D36A841AC0,2,2019/12/20 0:02,1,,120.024,29.1937
AjQbFdt8B1B86TBMJVJ1US,’„D,1DDFCB979F1527F361C93E820DFABFE6,2,2019/12/20 0:02,1,2,120.087,29.3159
AjQbFdt8A1B7K06Q4AJ2DQ,’„G,983EA90E1800F1A5A0A9063D873F030F,2,2019/12/20 0:02,2,2,,
AjQbFdt8A1B5KAV1P10OQQ,’„G,71529864FE86F1F406D2FF85431E22F8,2,2019/12/20 0:02,3,1,120.017,29.2742
AjQbFdt8B1BLO8VTJDCS35,’„G,36002168BA767F9DA4157B86BAC0E694,2,2019/12/20 0:02,2,,,
AjQbFdt8B1BHG132LQKN2I,’„G,094E044C48E791E8F7E9D2ED78FF4BDF,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OFIRPC,’„G,D1C3054A84C287010F9B82D7039936A3,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MFL246,’„G,439CA6982FAA56A1CE66D34012A9E34C,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OQ2ULI,’„G,3DA5B1092F2605114496723B54CCF13B,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132PE4EBQ,’„G,4D27D57B3908C48699629431B956480C,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132LNP1GG,’„O,BD429E88C398905A7BDDB6DDD82379D9,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132LAD5HL,’„G,72020AACBAF31DAFC846EC76AA3FD779,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MHI6BO,∏”A,7ED41488DF32F17598A400DBBE90BCA9,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132M9TMI1,’„G,4534AF193BE9C053A1980B51F1224984,1,2019/12/20 0:02,0,,,
AjQbFdt8A1BCC8O0Q07NAP,’„B,B0EE985B8E97E94B7FC0B2E41AA0511E,1,2019/12/20 0:02,2,,,
AjQbFdt8A1B5KAV1AO0HPM,’„G,6E4ADB5BB0AD93A4F7DBECA97D618F6A,2,2019/12/20 0:02,2,0,120.058,29.325
AjQbFdt8B1B86TBMK0HJLT,’„G,ADC1DE640014CA862FEC3B10272F691F,2,2019/12/20 0:02,2,2,120.087,29.3159
AjQbFdt8B1BLO8VTDM4E5N,ª¶B,DCE49B845BEACC422089E323DE5A3113,1,2019/12/20 0:02,3,1,,
AjQbFdt8B1BLO8VTGESNGE,’„G,4A61AFCCE73B3EE3432670D91B45DDE1,2,2019/12/20 0:02,2,2,120.058,29.2916
AjQbFdt8A1B7K06Q3DU6VK,’„G,23E0BA8F4FF1012786F3290E6E629E62,2,2019/12/20 0:02,2,0,,
AjQbFdt8B1B86TBML5PFQE,’„G,FCC2B4595A98EFEDE401A2DE3C503134,2,2019/12/20 0:02,1,2,120.086,29.3185
AjQbFdt8B1BLO8VTG0I9BJ,’„G,4C939240B21C780EBBF7B4C39D6A6A7F,2,2019/12/20 0:02,1,2,120.054,29.3036
AjQbFdt8B1BHG132QKAJVG,’„G,B30ED612160123D7D9536F15ECCD30F8,2,2019/12/20 0:02,3,1,120.063,29.3205
AjQbFdt8A1B7K06Q4FBSMG,’„H,C0B4DD671256FBB2BA50971525296581,2,2019/12/20 0:02,2,1,,
AjQbFdt8B1B5K31L8DTC39,’„G,B2B3757FB55CBC153336BE89068BDA44,52,2019/12/20 0:02,3,0,120.113,29.3107
AjQbFdt8A1BDJ7F12MMBBK,’„G,07434A5D45628632D1F4C0BBC22583EE,2,2019/12/20 0:02,4,0,120.1,29.3253
AjQbFdt8B1BLO8VTE1J5CH,∏”H,A0290362E3D8626859B527F47A9B097B,2,2019/12/20 0:02,1,0,,
AjQbFdt8A1B5KAV1FNBDEB,’„G,930F4F2B4B9B320F7DEDF76F3F29BF88,2,2019/12/20 0:02,3,0,120.028,29.3125
AjQbFdt8A1BDJ7F1489HPK,’„G,98AA6444242CDF7475E0499F430A6E77,2,2019/12/20 0:02,2,3,120.043,29.3099
AjQbFdt8B1B5K31KQ146M4,’„G,B5FE8B0254A96E7F54AE1F36512E0207,2,2019/12/20 0:02,3,2,120.058,29.3415
AjQbFdt8A1B7K06Q4NV0CT,’„G,1C77D94E0706BD4C866C6898CF20C949,52,2019/12/20 0:02,3,2,,
AjQbFdt8A1B5KAV1IC8L2I,‘•P,BF97E5A2F8CA0A0731497D2CA3CD69A9,1,2019/12/20 0:02,2,0,120.091,29.467
AjQbFdt8A1B5KAV1IE5NFK,’„G,BDE6FBC427996FFD5243D44F65CB6D24,2,2019/12/20 0:02,2,0,120.044,29.2672
AjQbFdt8A1B5KAV1PNTP2A,’„G,3021709904D869BB069475D99ACA35C6,2,2019/12/20 0:02,1,0,120.051,29.3179
AjQbFdt8B1BLO8VTCRCL74,’„G,F66A5AF61977817A7B9A5D313A03CC67,2,2019/12/20 0:02,1,,120.108,29.3383
AjQbFdt8B1B4C98CLCRU0I,’„G,5CC5D1106AA117301DB156A4032906FD,2,2019/12/20 0:02,4,,120.026,29.1967
AjQbFdt8A1B9BQBJBP5K07,’„G,E73A27439AD0C93DEF6DBF42E2021A95,2,2019/12/20 0:02,1,2,,
AjQbFdt8B1BLO8VTJCEB3J,’„G,C43E5AE27031CD75DC0492D3ECDF1372,2,2019/12/20 0:02,2,,,
AjQbFdt8B1BHG132PB8QI9,’„G,34DA3F730FEE1F143DFB24D723F444B1,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MJF9MH,’„G,B140B8BAC533516CAC6008C4A49268BA,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132LAD5HL,’„G,D0B5C98A41D4C06DE6CCEBBD3EA730B1,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OURNGL,’„G,288F928730C9139F6C1DA3E8FD69ED9A,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OQ2ULI,’„B,5E0D3E5350D8C3B08B941756E2066DD0,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132LF5V5O,√ˆD,98A3C6E8FD5718F86255DF149FA52A9E,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132N5JTCP,’„G,32516FB5D232290736F1F316FF08D2BA,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132PC7BTN,ÕÓA,56A86A2B1A4F39848894A6EB6F57103B,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132L5KC7G,’„G,2EF0ECC163E1CFBF14331CF05C2F1AE5,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132ON788D,’„G,8741B63AEB1666FF79096A917D795BFC,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132PHUMB7,’„G,6A78C760414664A9AD69D8696016DC60,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OQ2UFO,’„G,4F00A1415A9081201E7A3DE05DD4099D,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OKBINN,’„G,A4B02D6493F7D52C360D02B01EEF19BE,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MJFB2U,‘•S,9ECC30559B4C107AE3D7A0654C389859,1,2019/12/20 0:02,0,,,
AjQbFdt8A1B5KAV1S91327,’„G,E36B4E4FB2F099A4107AD6870BE667B0,2,2019/12/20 0:02,2,3,120.038,29.3557
AjQbFdt8B1BLO8VTG2FDVD,’„G,1BBC4EA0900CA45EA3D533BA744764A2,2,2019/12/20 0:02,2,0,120.03,29.2822
AjQbFdt8B1BLO8VTDM4E5N,’„G,77258873D94E7D05F1EED335C8819128,2,2019/12/20 0:02,2,1,,
AjQbFdt8A1B5KAV1IH19EA,’„G,BDE6FBC427996FFD5243D44F65CB6D24,2,2019/12/20 0:02,2,0,120.044,29.2672
AjQbFdt8A1B7K06Q3789GP,’„G,D6D33282EDA75E903091CDC699538087,2,2019/12/20 0:02,3,2,120.145,29.3913
AjQbFdt8B1B4C98CLCRTC6,’„G,21C45A5E48DAA4B3C49BA4C7B56F87AD,2,2019/12/20 0:02,3,,120.024,29.1937
AjQbFdt8B1BLO8VTH7NC97,’„G,D51D112A1F69AF16D99E039DA486251F,1,2019/12/20 0:02,6,1,,
AjQbFdt8A1B7K06Q22VEUK,’„G,0695E5A279F1F992952490B48DF5D93B,2,2019/12/20 0:02,2,3,,
AjQbFdt8B1B6U6LVUHLJ6K,∏”E,979C4C8001C042454A603485DF546723,1,2019/12/20 0:02,1,,119.929,29.2443
AjQbFdt8B1B5K31KOJAD42,’„G,52A5EFD4FEE0BAA1907C163D483733F1,2,2019/12/20 0:02,3,8,120.047,29.2945
AjQbFdt8B1B5K31LD3NJNC,’„G,2DE66C40C7BCF1F0D83C7D0BE23D0712,2,2019/12/20 0:02,3,0,,
AjQbFdt8B1BLO8VTFOTP27,’„G,36A22E0591E19B96D9013F515BD6191A,2,2019/12/20 0:02,3,0,120.112,29.3539
AjQbFdt8A1BGO5527GUU5U,’„G,6A39DF51E32C5E5A5BC62AD1F1FD623B,52,2019/12/20 0:02,2,1,,
AjQbFdt8B1B86TBMJSNC5P,’„G,165B33A2EFF82BF3BBCAEBE414A012A2,2,2019/12/20 0:02,2,2,,
AjQbFdt8B1B5K31KN2L6UV,’„G,F856F662D70E81CCC0EAFEA16BBE41B7,52,2019/12/20 0:02,4,2,120.053,29.3101
AjQbFdt8B1B5K31L8CUR1U,’„G,44C5906F15B7CBA78BE322B80626AD3F,2,2019/12/20 0:02,2,1,120.112,29.3099
AjQbFdt8B1B6U6LVU1E1QU,’„G,95A3C46160FB7717913A55BB7E0958C4,2,2019/12/20 0:02,1,,120.024,29.294
AjQbFdt8A1B9BQBJBM9TVU,‘•B,BE12771CFFEFE01AED04656C4B8C8006,2,2019/12/20 0:02,3,1,,
AjQbFdt8A1B9BQBJBN8EOU,’„G,2447E17BEC8F0C0D30BA869623741C4F,2,2019/12/20 0:02,4,1,,
AjQbFdt8A1B5KAV1S1CP8G,‘•N,433DD137550B0998874AF1895457D6D9,1,2019/12/20 0:02,1,1,119.951,29.2617
AjQbFdt8A1B5KAV1TKTM3J,∏”F,83285713067D82B7E8B9C428E9B3A2CC,2,2019/12/20 0:02,1,4,,
AjQbFdt8B1BLO8VTJG8I0N,’„A,5CC386F7A09C637AB536A811F697D614,1,2019/12/20 0:02,1,,,
AjQbFdt8A1B7K06Q48LUHL,’„G,78AC327F9F93C3A9AFB85C22E070571A,2,2019/12/20 0:02,2,0,120.139,29.3055
AjQbFdt8A1BGO5527GUUO8,’„G,EAE45B678EBA3AC28951D155D8569A16,2,2019/12/20 0:02,1,3,120.07,29.3008
AjQbFdt8B1BLO8VTHAJ0TP,’„A,EF5B7D12417D618F223A1C9015BA7B93,1,2019/12/20 0:02,5,1,,
AjQbFdt8B1B6U6LVVK0PDK,’„G,9D00ADD2AE73E760F39466B26223A699,2,2019/12/20 0:02,2,1,120.09,29.3109
AjQbFdt8A1B9BQBJBR2NG2,’„G,A553C9F707AF31A9440D5BD437AB3AAA,2,2019/12/20 0:02,3,1,120.107,29.307
AjQbFdt8B1BLO8VTJAH62H,’„G,16991556E48BB2BBFABD819759DE8E40,2,2019/12/20 0:02,2,,,
AjQbFdt8A1B5KAV1D0GSH9,’„A,2ED901B0AD4E9F4C3A9E1AB16CED7843,52,2019/12/20 0:02,1,0,120.11,29.3137
AjQbFdt8A1BDJ7F14C3Q8T,’„G,5CE0F59D399B1A6C81FD9F52E2766D60,2,2019/12/20 0:02,3,3,120.042,29.2838
AjQbFdt8A1B5KAV1I1OQCL,œÊH,AC7073B9AF4FAB239D3DC6E794E6D937,2,2019/12/20 0:02,3,1,120.009,29.2831
AjQbFdt8B1BHG132OQ2ULI,’„G,8B86909161604D4195036BCEC492DADA,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132M54SNH,’„G,CDDCCBBEA5205E3C1380CF5FBDFDC3A9,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132ON781P,’„G,5341A85CDBB1568B7CDBA390DCC04AFA,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MN9HU5,’„G,82B691881E7A9DED883FA6D66930217B,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MHI6BO,’„G,BAE61FA5AC8B589F874CB12B0EA03DA1,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132LF5VUV,’„E,6D6192465EB35548E31AFCF2F4C9136B,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132OURNGL,œÊN,ABEAA84DD5164A7FE0FE6574BEE71963,1,2019/12/20 0:02,0,,,
AjQbFdt8B1BHG132MFL246,’„G,98E6B643A5FC97E4399E03FAAFE88B36,1,2019/12/20 0:02,0,,,
AjQbFdt8A1B5KAV1CUJOUB,’„G,CA560F887D2CE61883EC352EE6671DC2,2,2019/12/20 0:03,3,0,120.093,29.2855
AjQbFdt8A1B5KAV1LRRHU7,’„G,5AED38CDFDD43E2B8531A4A9747F9D30,2,2019/12/20 0:03,1,1,120.04,29.3437
AjQbFdt8A1BDJ7F14SB21F,’„G,8D05668181559A4302F1E0CA048AF247,2,2019/12/20 0:03,3,3,120.01,29.312
AjQbFdt8B1BLO8VTJFA19J,ª¶D,B543458A710F6FC491C552125C06FCBB,1,2019/12/20 0:03,2,,,
